COD_PROVINCIA_MAT;CLAVE_TRAMITE;CODIGO_POSTAL;FECHA_PRIM_MAT;IND_USADO;PERSONA;SERVICIO;MUNICIPIO;KW;RENTING;IND_ROBO;FABRICANTE;DISTANCIA_EJES
SS;1;20018;;N;D;B00;DONOSTIA;110.00;N;;FORDMOTORCOMPANY;2648
ZA;1;49137;;N;D;B00;VILLARRINDECAMPOS;81.00;N;;AUDIA.G.;2620
A;1;03203;;N;D;B00;ELCHE;77.00;N;;VOLKSWAGENAG;2620
B;1;08251;;N;D;B00;SANTPEDOR;66.20;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
B;1;08913;;N;D;B00;BADALONA;110.00;N;;AUDIA.G.;2817
S;1;39600;;N;D;B00;CAMARGO;110.00;N;;JAGUARLANDROVERLIMITED;2660
AL;1;04640;;N;D;B00;PULPI;73.00;N;;AUTOMOBILESCITROEN;2595
NA;1;31013;;N;D;B00;BERRIOPLANO;103.00;N;;VOLKSWAGENAG;2605
M;1;28213;;N;X;B00;COLMENARDELARROYO;68.00;S;;AUTOMOBILESPEUGEOT;2538
B;1;08500;;N;X;B00;VIC;80.00;N;;DAIMLERAG;2699
SE;1;41230;;N;D;B00;CASTILBLANCOARROYOS;66.00;N;;VOLKSWAGENAG;2456
IB;1;07009;;N;D;B00;PALMAMALLORCA;51.00;N;;SKODAAUTOA.S.;2451
BI;1;48990;;N;D;B00;GETXO;265.00;N;;DAIMLERAG;2699
H;1;21840;;N;X;A00;NIEBLA;0.00;N;;ND;1310
TF;1;38640;;N;X;A01;ARONA;63.00;N;;SEAT,S.A.;2469
MU;1;30730;;N;D;B00;SANJAVIER;150.00;N;;VOLKSWAGENAG;2904
M;1;29630;;N;D;B00;BENALMADENA;85.00;N;;KIAMOTORSCORPORATION;2750
J;1;23007;;N;X;B00;JAEN;81.00;N;;AUDIA.G.;2620
A;1;46700;;N;D;B00;GANDIA;55.00;N;;VOLKSWAGENAG;2456
ML;5;52003;03021999;U;D;B00;MELILLA;0.00;N;;ND;0
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;55.00;S;;ND;2589
SE;1;41700;;N;D;B00;DOSHERMANAS;85.00;N;;AUTOMOBILESCITROEN;2840
B;1;08192;;N;X;B00;SQUIRZEDELVALLES;60.00;N;;AUTOMOBILESPEUGEOT;2538
V;1;46003;;N;D;B00;VALENCIA;70.00;N;;BAYERISCHEMOTORENWERKEAG;2495
B;1;08222;;N;D;B00;TERRASSA;55.00;N;;VOLKSWAGENAG;2456
B;1;08022;;N;D;B00;BARCELONA;40.30;N;;HONDAMOTORCO.,LTD.;1525
M;1;28026;;N;D;B00;MADRID;135.00;N;;SEAT,S.A.;2618
B;1;08184;;N;D;B00;PALAUSOLITAIPLEGAMANS;110.00;N;;VOLKSWAGENAG;2620
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;75.00;S;;VOLKSWAGENAG;3006
BU;1;09002;08102004;U;D;B00;BURGOS;100.00;N;;ND;2725
M;1;28023;;N;D;B00;MADRID;125.00;N;;DAIMLERAG;2840
IB;1;07003;;N;D;B00;PALMAMALLORCA;100.00;N;;ADAMOPELAG;2760
IB;1;07315;;N;X;A01;ESCORCA;55.00;N;;VOLKSWAGENAG;2456
M;1;28938;;N;D;B00;MOSTOLES;77.00;N;;SKODAAUTOA.S.;2668
B;1;08970;;N;D;B00;SJOANDESPI;66.00;N;;VOLKSWAGENAG;2456
M;1;28023;;N;D;B00;MADRID;190.00;N;;BAYERISCHEMOTORENWERKEAG;2933
GC;1;35411;;N;D;B00;ARUCAS;6.50;N;;SHERCOSARL;1325
O;1;33819;;N;D;B00;CANGASDENARCEA;77.00;N;;SEAT,S.A.;2618
M;1;28660;;N;D;B00;BOADILLADELMONTE;105.00;N;;BAYERISCHEMOTORENWERKEAG;2760
M;1;28015;;N;D;B00;MADRID;110.00;N;;JAGUARLANDROVERLIMITED;2660
CA;1;11550;;N;D;B00;CHIPIONA;7.00;N;;CHANGZHOUKWANGYANGMOTORCOLTD;1340
OU;1;32004;;N;D;B00;OURENSE;55.00;N;;VOLKSWAGENAG;2456
BU;1;09300;;N;D;B00;ROA;85.00;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2640
M;1;28047;;N;X;B00;MADRID;95.00;N;;DAIMLERAG;3665
M;1;28010;;N;D;B00;MADRID;114.00;N;;ND;1520
B;1;08017;;N;D;B00;BARCELONA;110.00;N;;VOLKSWAGENAG;2620
CA;1;11510;;N;D;B00;PUERTOREAL;11.00;N;;KWANGYANGMOTORCOLTD;1553
M;1;28022;;N;D;B00;MADRID;66.00;N;;ND;2589
CO;1;14003;26082009;U;D;B00;CORDOBA;11.30;N;;ND;1553
SO;1;42366;;N;D;B00;BAYUBASDEABAJO;110.00;N;;AUDIA.G.;2817
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;55.00;S;;RENAULTS.A.S.;2697
V;1;46007;;N;D;B00;VALENCIA;6.20;N;;HONDAITALIAINDUSTRIALESPA;1285
SA;1;16610;;N;D;B00;CASASFERNANDOALONSO;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
CC;1;10440;;N;D;B00;ALDEANUEVADEVERA;66.00;N;;RENAULTS.A.S.;2697
V;1;46340;;N;D;B00;REQUENA;81.00;N;;VOLKSWAGENAG;2648
M;1;28850;;N;X;A00;TORREJONDEARDOZ;0.00;N;;FLIEGLFAHRZEUGBAUGMBH;1410
B;1;08031;;N;D;B00;BARCELONA;70.00;N;;FORDWERKEGMBH;2489
GR;1;18011;;N;D;A03;GRANADA;70.00;N;;RENAULTS.A.S.;2641
M;1;28690;;N;X;B00;BRUNETE;140.00;S;;BAYERISCHEMOTORENWERKEAG;2595
CC;1;10004;;N;D;B00;CACERES;73.20;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2650
O;1;33430;;N;D;B00;CARREÑO;34.20;N;;ND;1580
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;81.00;S;;RENAULTS.A.S.;2758
VA;1;47009;;N;X;B00;VALLADOLID;110.00;N;;VOLKSWAGENAG;2620
BA;1;06850;;N;D;B00;ARROYODESANSERVAN;125.00;N;;DAIMLERAG;2840
BI;1;48130;;N;D;B00;BAKIO;215.00;N;;JAGUARLANDROVERLIMITED;2923
GC;1;35002;;N;X;B00;LASPALMASGC;66.00;S;;RENAULTS.A.S.;2697
P;1;34004;;N;D;B00;PALENCIA;97.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2780
V;1;46110;;N;X;A01;GODELLA;85.00;N;;FORDWERKEGMBH;2648
M;1;28002;;N;D;B00;MADRID;63.00;N;;AUDIA.G.;2457
B;1;08348;;N;D;B00;CABRILS;66.00;N;;AUTOMOBILEDACIASA;2589
B;1;08042;;N;D;B00;BARCELONA;100.00;N;;HYUNDAIMOTORCOMPANY;2770
GC;1;35570;;N;X;B00;YAIZA;120.00;N;;DAIMLERAG;3200
T;1;08032;;N;D;B00;BARCELONA;110.00;N;;JAGUARLANDROVERLIMITED;2660
Z;1;50230;;N;X;A00;ALHAMADEARAGON;0.00;N;;SCHMITZCARGOBULLAG;1310
A;1;03710;;N;D;B00;CALPE;50.00;N;;MITSUBISHIMOTORSCORPORATION;2670
M;1;28229;;N;D;B00;VILLANUEVAPARDILLO;103.00;N;;AUDIA.G.;2601
BI;1;48007;;N;D;B00;BILBAO;77.00;N;;SEAT,S.A.;2469
M;1;28008;;N;D;B00;MADRID;100.00;N;;ND;2699
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;77.00;S;;FIATGROUPAUTOMOBILESS.P.A.;2600
IB;1;07011;;N;D;B00;PALMAMALLORCA;100.00;N;;DAIMLERAG;2699
M;1;28010;;N;D;B00;MADRID;85.00;N;;AUTOMOBILESCITROEN;2785
S;1;24193;;N;D;B00;VILLAQUILAMBRE;140.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2790
Z;1;50015;;N;X;A01;ZARAGOZA;96.00;N;;ND;3800
BA;1;06411;;N;D;B00;MEDELLIN;70.00;N;;RENAULTS.A.S.;2641
M;1;28939;;N;D;B00;ARROYOMOLINOS;97.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
M;1;28050;;N;D;B00;MADRID;55.00;N;;VOLKSWAGENAG;2456
SE;1;41020;;N;D;B00;SEVILLA;81.00;N;;VOLKSWAGENAG;2670
V;1;46540;;N;D;A00;PUIG;0.00;N;;LECITRAILERSA;4730
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;55.00;S;;RENAULTS.A.S.;2589
B;1;08250;;N;D;B00;SJOANVILATORRADA;24.00;N;;SUZUKIMOTORCORPORATION;1585
H;1;21006;;N;D;B00;HUELVA;83.00;N;;KAWASAKIHEAVYINDUSTRIESLTD;1445
MU;1;30560;;N;D;B00;ALGUAZAS;94.00;N;;FIATGROUPAUTOMOBILESS.P.A.;3122
PO;1;36570;;N;D;B00;SILLEDA;103.00;N;;SEATSA;2605
L;1;25005;;N;D;B00;LLEIDA;110.00;N;;JAGUARLANDROVERLIMITED;2660
CA;1;11500;;N;D;B00;ELPUERTOSTAMARIA;3.30;N;S;ZONGSHENPIAGGIOFOSHANMOTCOLTD;1200
PO;1;36815;;N;D;A00;REDONDELA;0.00;N;;LECITRAILERSA;6140
T;1;43500;;N;D;B00;TORTOSA;103.00;N;;ND;2605
M;1;28821;;N;D;B00;COSLADA;103.00;N;;VOLKSWAGENAG;2675
SE;1;41900;;N;D;B00;CAMAS;55.00;N;;AUTOMOBILEDACIASA;2589
M;1;40241;;N;X;B00;CUELLAR;110.00;N;;ND;2700
L;1;25005;;N;D;B00;LLEIDA;103.00;N;;VOLKSWAGENAG;2675
O;1;33199;;N;X;B00;OVIEDO;240.00;N;;BAYERISCHEMOTORENWERKEAG;2690
CS;1;12530;;N;D;B00;BURRIANA;81.00;N;;ADAMOPELAG;2685
C;1;15705;;N;D;B00;SANTIAGO;81.00;N;;AUDIA.G.;2618
MU;1;30011;;N;D;B00;MURCIA;50.00;N;;ND;2425
M;1;28770;;N;D;B00;COLMENARVIEJO;92.00;N;;BAYERISCHEMOTORENWERKEAG;1550
C;1;15175;;N;D;B00;CARRAL;85.00;N;;AUTOMOBILESPEUGEOT;2730
M;1;28050;;N;D;B00;MADRID;35.00;N;;ND;1525
M;1;32003;;N;D;B00;OURENSE;68.00;N;;ND;2608
GU;1;08860;;N;D;B00;CASTELLDEFELS;85.00;N;;MITSUBISHIMOTORSCORPORATION;2670
AV;1;28830;;N;X;B00;SANFERNANDOHENARES;140.00;N;;BAYERISCHEMOTORENWERKEAG;2810
PO;1;36659;;N;D;B00;CALDASDEREIS;96.00;N;;RENAULTS.A.S.;2641
MA;1;29013;;N;D;B00;MALAGA;62.50;N;;KIAMOTORSCORPORATION;2570
CS;1;12539;;N;D;B00;ALQUERIASNPERDIDO;80.00;N;;AUTOMOBILEDACIASA;2673
M;1;28760;;N;D;B00;TRESCANTOS;63.00;N;;AUDIA.G.;2459
M;1;28180;;N;X;B00;TORRELAGUNA;77.00;S;;VOLKSWAGENAG;2620
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;125.00;S;;ND;2840
CR;1;13160;;N;D;B00;TORRALBACALATRAVA;84.00;N;;DAIMLERAG;3200
MU;1;30620;;N;D;B00;FORTUNA;81.00;N;;ADAMOPELAG;2644
CA;1;11401;;N;D;B00;JEREZDELAFTRA;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
O;1;33120;;N;D;A00;PRAVIA;0.00;N;;SCHMITZCARGOBULLAG;1410
CO;1;14011;;N;D;B00;CORDOBA;66.00;N;;AUTOMOBILEDACIASA;2589
CA;1;11630;;N;D;B00;ARCOSDELAFTRA;114.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
M;1;19119;;N;D;B00;ILLANA;80.00;N;;AUTOMOBILEDACIASA;2673
B;1;08292;;N;D;B00;ESPARREGUERA;110.00;N;;AUDIA.G.;2620
S;1;39006;;N;D;B00;SANTANDER;55.00;N;;VOLKSWAGENAG;2456
CS;1;12560;;N;D;B00;BENICASIM;79.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
M;1;28042;;N;X;B00;MADRID;100.00;N;;DAIMLERAG;2699
BA;1;06800;;N;X;B00;MERIDA;125.00;N;;DAIMLERAG;2840
M;1;28213;;N;X;B00;COLMENARDELARROYO;180.00;S;;AUDIA.G.;3013
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;77.00;S;;VOLKSWAGENAG;2620
LU;1;27370;;N;X;A00;RABADE;0.00;N;;SCHMITZCARGOBULLAG;1310
B;1;08190;;N;X;B00;SCUGATDELVALLES;77.00;N;;VOLKSWAGENAG;2620
CO;1;41806;;N;D;B00;UMBRETE;133.00;N;;AUTOMOBILESPEUGEOT;2817
M;1;28055;;N;D;B00;MADRID;140.00;N;;BAYERISCHEMOTORENWERKEAG;2810
M;1;28390;;N;D;B00;BELMONTEDELTAJO;51.00;N;;AUTOMOBILESCITROEN;2340
B;1;08840;;N;D;B00;VILADECANS;55.00;N;;VOLKSWAGENAG;2456
B;1;28864;;N;X;B00;AJALVIR;77.00;S;;SEAT,S.A.;2620
MA;1;29679;;N;D;B00;BENAHAVIS;215.00;N;;JAGUARLANDROVERLIMITED;2923
SO;1;42004;;N;D;B00;SORIA;85.00;N;;ND;2641
TF;1;38660;;N;D;B00;ADEJE;16.30;N;;PIAGGIO&C.S.P.A;1535
LO;1;31500;;N;D;B00;TUDELA;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
C;1;15998;;N;D;B00;PORTODOSON;100.00;N;;DAIMLERAG;2699
BI;1;28222;;N;X;B00;MAJADAHONDA;23.01;N;;DR.ING.H.C.F.PORSCHEAG;2450
M;1;28100;;N;D;B00;ALCOBENDAS;66.00;N;;VOLKSWAGENAG;2456
B;1;08023;;N;D;B00;BARCELONA;7.00;N;;CHANGZHOUKWANGYANGMOTORCOLTD;1325
PO;1;36210;;N;D;B00;VIGO;55.00;N;;AUTOMOBILEDACIASA;2589
GC;1;35006;;N;D;B00;LASPALMASGC;103.00;N;;SEAT,S.A.;2618
TO;1;28939;;N;X;B00;ARROYOMOLINOS;15.00;N;;KTM-SPORTMOTORCYCLEAG;1482
M;1;19003;;N;D;B00;GUADALAJARA;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
B;1;08905;;N;D;B00;LHOSPITALETDELLOB;162.00;N;;VOLKSWAGENAG;2626
M;1;28189;;N;X;A01;PATONES;330.00;S;;DAIMLERAG;3600
MU;1;03004;;N;D;B00;ALICANTE;92.00;N;;BAYERISCHEMOTORENWERKEAG;1510
B;1;17488;;N;D;B00;CADAQUES;92.00;N;;BAYERISCHEMOTORENWERKEAG;1490
M;1;28016;;N;D;B00;MADRID;84.00;N;;AUTOMOBILESCITROEN;2612
AL;1;04770;;N;X;A00;ADRA;0.00;N;;SCHMITZCARGOBULLAG;1310
BA;1;06800;;N;D;B00;MERIDA;85.00;N;;KIAMOTORSSLOVAKIAS.R.O.;2640
Z;1;50800;;N;D;B00;ZUERA;77.00;N;;VOLKSWAGENAG;2675
B;1;28864;;N;X;B00;AJALVIR;77.00;S;;VOLKSWAGENAG;2620
SO;1;42110;;N;X;A00;OLVEGA;0.00;N;;FAHRZEUGWERKBERNARDKRONEGMBH;1310
B;1;08017;;N;D;B00;BARCELONA;8.00;N;;HONDAVIETNAMCOLTD;1305
B;1;08739;;N;D;B00;SUBIRATS;77.00;N;;SEAT,S.A.;2618
BU;1;09007;;N;D;B00;BURGOS;54.00;N;;RENAULTS.A.S.;2589
GI;1;17172;;N;D;B00;LESPLANESDHOSTOLES;110.00;N;;VOLKSWAGENAG;2670
AB;1;02640;;N;D;B00;ALMANSA;84.00;N;;AUTOMOBILESPEUGEOT;2537
CS;1;12004;;N;D;B00;CASTELLOPLANA;63.00;N;;ADAMOPELAG;2511
V;1;46026;;N;D;B00;VALENCIA;55.00;N;;VOLKSWAGENAG;2456
BI;1;48980;;N;D;B00;SANTURTZI;81.00;N;;AUDIA.G.;2618
B;1;08027;;N;D;B00;BARCELONA;85.00;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2640
SA;1;46019;;N;D;B00;VALENCIA;97.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
SE;1;41018;;N;D;B00;SEVILLA;125.00;N;;DAIMLERAG;2840
CR;1;13420;;N;D;B00;MALAGON;90.00;N;;VOLKSWAGENAG;2620
M;1;46181;;N;D;B00;BENISANO;85.00;N;;KIAMOTORSCORPORATION;2750
H;1;21840;;N;X;A00;NIEBLA;0.00;N;;ND;1310
T;1;43840;;N;X;B00;SALOU;100.00;N;;ND;2699
MU;1;30820;;N;D;B00;ALCANTARILLA;77.00;N;;VOLKSWAGENAG;2620
V;1;46130;;N;X;B00;MASSAMAGRELL;107.00;N;;VALLOREQUIPAMIENTOSSL;3450
BA;1;10001;;N;D;B00;CACERES;100.00;N;;DAIMLERAG;2699
SE;1;41006;;N;D;B00;SEVILLA;51.00;N;;SKODAAUTOA.S.;2451
SS;1;20280;;N;D;B00;HONDARRIBIA;70.00;N;;FORDMOTORCOMPANY;2662
M;1;28703;;N;X;B00;SANSEBASTIANREYES;125.00;N;;DAIMLERAG;2840
TO;1;28823;;N;D;B00;COSLADA;84.00;N;;AUTOMOBILESCITROEN;2670
IB;1;07800;;N;D;A04;EIVISSA;103.00;N;;VOLKSWAGENAG;2711
J;1;23009;;N;D;B00;JAEN;103.00;N;;CHRYSLERGROUPLLC;2890
B;1;08017;;N;D;B00;BARCELONA;147.00;N;;CHRYSLERGROUPLLC;2424
B;1;08750;;N;X;B00;MOLINSDEREI;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
O;1;33010;;N;X;B00;OVIEDO;77.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2612
V;1;46114;;N;D;B00;VINALESA;74.00;N;;FORDWERKEGMBH;2489
B;1;08340;;N;D;B00;VILASSARDEMAR;61.80;N;;HYUNDAIASSANOTOMOTIVSANAYIVETICARETA.S.;2570
SE;1;41089;;N;D;B00;DOSHERMANAS;99.00;N;;ND;2640
CA;1;11500;;N;D;B00;ELPUERTOSTAMARIA;2.90;N;;KWANGYANGMOTORCOLTD;1350
GR;1;18420;;N;D;B00;LANJARON;66.00;N;;AUTOMOBILEDACIASA;2589
M;1;28030;;N;D;B00;MADRID;85.00;N;;AUTOMOBILEDACIASA;2810
B;1;08037;;N;D;B00;BARCELONA;110.00;N;;JAGUARLANDROVERLIMITED;2660
OU;1;32890;;N;D;B00;BARBADAS;44.00;N;;SKODAAUTOA.S.;2407
J;1;23150;;N;D;B00;VALDEPEÑASDEJAEN;77.00;N;;SEAT,S.A.;2618
VA;1;47014;;N;D;B00;VALLADOLID;97.00;N;;RENAULTS.A.S.;2641
AL;1;04230;;N;D;B00;HUERCALDEALMERIA;103.00;N;;VOLKSWAGENAG;2605
SE;1;41006;;N;D;B00;SEVILLA;99.00;N;;KIAMOTORSSLOVAKIAS.R.O.;2640
B;1;08187;;N;D;B00;SEULALIARONCANA;64.00;N;;HYUNDAIASSANOTOMOTIVSANAYIVETICARETA.S.;2385
IB;1;07141;;N;D;B00;MARRATXI;96.00;N;;ADAMOPELAG;2555
O;1;28019;;N;D;B00;MADRID;114.00;N;;HONDAOFTHEU.K.MANUFACTURINGLTD.;2630
B;1;08917;;N;D;B00;BADALONA;70.00;N;;RENAULTS.A.S.;2641
IB;1;07315;;N;X;A01;ESCORCA;55.00;N;;VOLKSWAGENAG;2456
BA;1;06120;;N;D;B00;OLIVADELAFRONTERA;66.00;N;;SKODAAUTOA.S.;2589
MU;1;30550;;N;D;B00;ABARAN;77.00;N;;SKODAAUTOA.S.;2589
GI;1;17242;;N;D;B00;QUART;103.00;N;;AUDIA.G.;2601
CO;1;14014;;N;D;B00;CORDOBA;66.00;N;;AUTOMOBILEDACIASA;2810
B;1;08191;;N;D;B00;RUBI;81.00;N;;VOLKSWAGENAG;2605
CS;1;12006;;N;D;B00;CASTELLOPLANA;110.00;N;;VOLKSWAGENAG;2670
C;1;15880;;N;D;B00;VEDRA;114.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
C;1;15002;;N;D;B00;ACORUÑA;80.00;N;;DAIMLERAG;2699
OU;1;36500;;N;D;B00;LALIN;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
MA;1;29730;;N;D;B00;RINCONDEVICTORIA;2.00;N;;PIAGGIO&C.S.P.A;1535
B;1;43712;;N;D;B00;LLORENCDELPENEDES;66.00;N;;ND;2600
V;1;46111;;N;D;B00;ROCAFORT;66.00;N;;VOLKSWAGENAG;2456
M;1;28942;;N;D;B00;FUENLABRADA;81.00;N;;VOLKSWAGENAG;2605
IB;1;07760;;N;D;A04;CIUTADELLAMENORCA;94.00;N;;FIATGROUPAUTOMOBILESS.P.A.;3000
BA;1;06400;;N;D;B00;DONBENITO;85.00;N;;MITSUBISHIMOTORSCORPORATION;2670
A;1;03460;;N;X;B00;BENEIXAMA;114.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
V;1;46008;;N;X;B00;VALENCIA;85.00;N;;MITSUBISHIMOTORSCORPORATION;2670
M;1;28041;;N;D;B00;MADRID;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
B;1;08206;;N;D;B00;SABADELL;90.00;N;;VOLKSWAGENAG;2620
Z;1;50004;;N;D;B00;ZARAGOZA;147.00;N;;ND;2909
B;1;08540;;N;D;B00;CENTELLES;10.00;N;;BETAMOTORSPA;1490
C;1;15179;;N;D;B00;OLEIROS;105.00;N;;BAYERISCHEMOTORENWERKEAG;2810
GU;1;19005;;N;D;B00;GUADALAJARA;0.73;N;;HYUNDAIASSANOTOMOTIVSANAYIVETICARETA.S.;2650
H;1;21840;;N;X;B00;NIEBLA;0.00;N;;ND;1310
B;1;08012;;N;X;B00;BARCELONA;24.50;N;;PIAGGIO&C.S.P.A;1560
B;1;08256;;N;X;B00;AGUILARDESEGARRA;129.00;S;;MAZDA;2700
M;1;28220;;N;D;B00;MAJADAHONDA;62.50;N;;KIAMOTORSCORPORATION;2570
M;1;28770;;N;X;A13;COLMENARVIEJO;23.18;N;;MBKINDUSTRIE;1565
MU;1;30319;;N;D;B00;CARTAGENA;77.00;N;;VOLKSWAGENAG;2524
TO;1;45222;;N;X;B00;BOROX;68.00;N;;AUTOMOBILESCITROEN;2452
B;1;08213;;N;D;B00;POLINYA;110.00;N;;VOLKSWAGENAG;2575
A;1;03007;;N;D;B00;ALICANTE;88.00;N;;HONDAOFTHEU.K.MANUFACTURINGLTD.;2595
MU;1;30393;;N;D;B00;CARTAGENA;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
PO;1;36949;;N;D;B00;CANGAS;77.00;N;;SEAT,S.A.;2620
PO;1;36770;;N;D;B00;OROSAL;110.00;N;;AUTOMOBILESCITROEN;2840
TF;1;38001;;N;D;B00;SCTENERIFE;81.00;N;;VOLKSWAGENAG;2605
TO;1;45516;;N;D;B00;LAPUEBLAMONTALBAN;68.00;N;;ND;2728
BA;1;10600;;N;D;A04;PLASENCIA;125.00;N;;DAIMLERAG;2874
M;1;28943;;N;D;B00;FUENLABRADA;103.00;N;;VOLKSWAGENAG;2708
B;1;08380;;N;D;B00;MALGRATDEMAR;66.00;N;;AUTOMOBILEDACIASA;2589
B;1;08940;;N;D;B00;CORNELLADELLOB;70.00;N;;TRIUMPHMOTORCYCLESLIMITED;1410
B;1;08470;;N;D;B00;SCELONI;77.00;N;;VOLKSWAGENAG;2620
A;1;03300;;N;D;B00;ORIHUELA;88.00;N;;AUTOMOBILESPEUGEOT;2613
TF;1;38205;;N;D;B00;LALAGUNA;110.00;N;;SEAT,S.A.;2583
BU;1;09200;;N;D;B00;MIRANDADEEBRO;125.00;N;;DAIMLERAG;2840
T;1;43300;;N;D;B00;MONTROIGDELCAMP;140.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2790
J;1;23009;;N;X;B00;JAEN;82.00;N;;DAIMLERAG;4325
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;81.00;S;;ADAMOPELAG;2685
BI;1;48340;;N;X;B00;AMOREBIETA-ETXANO;100.00;N;;DAIMLERAG;2699
O;1;33203;;N;D;B00;GIJON;81.00;N;;VOLKSWAGENAG;2681
PO;1;36202;;N;D;B00;VIGO;55.00;N;;AUTOMOBILEDACIASA;2589
CA;1;11130;;N;D;B00;CHICLANADELAFTRA;55.00;N;;VOLKSWAGENAG;2456
O;1;33300;;N;D;B00;VILLAVICIOSA;100.00;N;;DAIMLERAG;2699
SS;1;48260;;N;D;B00;ERMUA;88.00;N;;ADAMOPELAG;2644
J;1;23650;;N;X;B00;TORREDONJIMENO;55.00;N;;AUTOMOBILEDACIASA;2810
V;1;46018;;N;D;B00;VALENCIA;97.00;N;;HYUNDAIMOTORCOMPANY;2700
V;1;46970;;N;D;B00;ALAQUAS;92.00;N;;AUTOMOBILEDACIASA;2673
TF;1;38500;;N;D;B00;GUIMAR;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
B;1;08505;;N;D;B00;SEULALIARIUPRIMER;130.00;N;;VOLKSWAGENAG;2605
Z;1;50793;02022007;U;X;B00;FABARA;231.00;N;;DAFTRUCKSNV;6600
LE;1;39600;;N;D;B00;CAMARGO;118.00;N;;BAYERISCHEMOTORENWERKEAG;1455
M;1;28670;28112013;U;D;B00;VILLAVICIOSADEODON;105.00;N;;BAYERISCHEMOTORENWERKEAG;2920
MA;1;29011;;N;D;B00;MALAGA;9.00;N;;SANYANGINDUSTRYCOLTD;1550
M;1;28450;;N;X;B00;COLLADOMEDIANO;85.00;S;;ADAMOPELAG;3498
M;1;28942;;N;X;A01;FUENLABRADA;68.00;N;;AUTOMOBILESCITROEN;2612
O;1;33203;;N;D;B00;GIJON;135.00;N;;BAYERISCHEMOTORENWERKEAG;2690
SS;1;20215;;N;D;B00;CEGAMA;103.00;N;;VOLKSWAGENAG;2711
B;1;08225;;N;D;B00;TERRASSA;81.00;N;;VOLKSWAGENAG;2605
BI;1;48009;;N;D;B00;BILBAO;125.00;N;;DAIMLERAG;2840
H;1;21110;;N;D;B00;ALJARAQUE;55.00;N;;ND;2456
V;1;46192;;N;D;B00;MONTSERRAT;66.00;N;;RENAULTS.A.S.;2589
BU;1;09571;;N;D;B00;ALFOZDESANTAGADEA;106.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;3085
B;1;08023;;N;D;B00;BARCELONA;110.00;N;;VOLKSWAGENAG;2620
A;1;03778;;N;D;B00;BENIARBEIG;130.00;N;;DAIMLERAG;2699
B;1;08192;;N;D;B00;SQUIRZEDELVALLES;110.00;N;;JAGUARLANDROVERLIMITED;2660
MU;1;30204;;N;D;B00;CARTAGENA;100.00;N;;DAIMLERAG;2699
BA;1;10440;;N;D;B00;ALDEANUEVADEVERA;80.00;N;;DAIMLERAG;2699
M;1;13300;;N;D;B00;VALDEPEÑAS;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2700
M;1;28649;;N;X;B00;ROZASDEPUERTOREAL;66.00;S;;AUTOMOBILESPEUGEOT;3000
A;1;03007;;N;D;B00;ALICANTE;77.00;N;;SKODAAUTOA.S.;2576
M;1;28031;;N;D;B00;MADRID;66.00;N;;DAIMLERAG;2697
M;1;28015;;N;D;B00;MADRID;110.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
M;1;45222;;N;X;B00;BOROX;68.00;N;;AUTOMOBILESCITROEN;2452
O;1;33211;;N;X;B00;GIJON;74.00;N;;FORDWERKEGMBH;3300
LE;1;24845;;N;D;B00;VALDELUGUEROS;61.00;N;;AOAAVTOVAZ;2200
